artikul,mehsul_adi,aciqlama,ilkin_qiymet,kataloq_qiymeti,anbar_qiymeti,saticilara_ozel_endirimli_qiymet,mehsul_bali
30891,Ağ və rənglilər üçün qatılaşdırılmış  yuyucu toz Home Gnome Greenly,Ağ və rənglilər üçün qatılaşdırılmış  yuyucu toz Home Gnome Greenly - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-064787?sponsornumber=733560909&page=3,23.99,11.99,8.88,,2.69
30901,"Hava təravətləndiricisi ""Akvatik miks"" Home Gnome Greenly","Hava təravətləndiricisi ""Akvatik miks"" Home Gnome Greenly - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-064786?sponsornumber=733560909&page=3",8.39,4.09,3.03,,0.92
30898,"Tualet üçün çoxfunksional təmizləyici gel ""İynəyarpaqlı miks"" Home Gnome Greenly","Tualet üçün çoxfunksional təmizləyici gel ""İynəyarpaqlı miks"" Home Gnome Greenly - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-064758?sponsornumber=733560909&page=3",10.79,5.69,4.21,,1.28
30895,"Qatılaşdırılmış paltar kondisioneri ""Çiçəkli miks"" Home Gnome Greenly","Qatılaşdırılmış paltar kondisioneri ""Çiçəkli miks"" Home Gnome Greenly - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-064755?sponsornumber=733560909&page=3",10.79,5.49,4.07,,1.23
910595,Saç düzümü üçün stayler,Saç düzümü üçün stayler - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-067050?sponsornumber=733560909&page=3,110.39,66.19,49.03,,14.86
910579,Saçlar üçün üçdalğalı stayler,Saçlar üçün üçdalğalı stayler - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-064543?sponsornumber=733560909&page=3,198.69,137.99,102.21,,30.97
910457-910602,Hamam dəsmalı,Hamam dəsmalı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-052548?sponsornumber=733560909&page=3,66.19,44.09,32.66,,9.9
910451-910605,Üz dəsmalı,Üz dəsmalı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0199-052547?sponsornumber=733560909&page=3,24.79,16.49,12.21,,3.7
12029,Aromatik diffuzor Wonder Time,Aromatik diffuzor Wonder Time - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-061895?sponsornumber=733560909&page=3,47.99,28.79,21.33,,12.93
30070,"Qabyuyan gel-ultrakonsentrat ""Sehrli anlar"" FABERLIC HOME","Qabyuyan gel-ultrakonsentrat ""Sehrli anlar"" FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-060546?sponsornumber=733560909&page=3",9.59,5.29,3.92,,1.19
30857,"3-ü 1-də paltar ultrakondisioneri Aromaterapiya ""Sehrli anlar"" FABERLIC HOME","3-ü 1-də paltar ultrakondisioneri Aromaterapiya ""Sehrli anlar"" FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-060548?sponsornumber=733560909&page=3",9.59,7.19,5.33,3.7,1.62
910555,Üz dərisinə qulluq dəsti,Üz dərisinə qulluq dəsti - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/02060507-062523?sponsornumber=733560909&page=3,55.19,41.39,30.66,,9.29
30032,Aktiv oksigenli multitəmizləyici Soo-Yun,Aktiv oksigenli multitəmizləyici Soo-Yun - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-000310?sponsornumber=733560909&page=3,11.99,5.99,4.44,,1.35
30808,"Kondisioner ilə yuyucu multigel ""Neroli və hibiskus"" Soo-Yun","Kondisioner ilə yuyucu multigel ""Neroli və hibiskus"" Soo-Yun - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-048287?sponsornumber=733560909&page=3",23.99,10.79,7.99,,2.42
910532,Toz təmizliyi üçün dəst,Toz təmizliyi üçün dəst - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-061117?sponsornumber=733560909&page=3,38.59,22.09,16.36,,4.96
30033,Təmizləyici miss-pasta Soo-Yun,Təmizləyici miss-pasta Soo-Yun - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-053197?sponsornumber=733560909&page=3,11.99,6.49,4.81,,1.46
30031,Enzimlərlə yuyucu gel-kapsullar SOO-YUN,Enzimlərlə yuyucu gel-kapsullar SOO-YUN - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-065979?sponsornumber=733560909&page=3,23.99,11.99,8.88,,2.69
910517,"Saxlama paketləri dəsti «Lavanda», böyük","Saxlama paketləri dəsti «Lavanda», böyük - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/02060507-055364?sponsornumber=733560909&page=3",22.09,10.99,8.14,,2.47
910516,"Saxlama paketləri dəsti «Lavanda», kiçik","Saxlama paketləri dəsti «Lavanda», kiçik - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/02060507-055362?sponsornumber=733560909&page=3",16.59,8.29,6.14,,1.86
910489,Əl blenderi,Əl blenderi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-052031?sponsornumber=733560909&page=4,275.99,165.59,122.66,,37.17
30017,Paltarlar üçün kondisioner-konsentrat «Neroli bə hibiskus» Soo-Yun,Paltarlar üçün kondisioner-konsentrat «Neroli bə hibiskus» Soo-Yun - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011009-053002?sponsornumber=733560909&page=4,10.79,5.49,4.07,,1.23
30019,Qabyuyan gel-konsentrat «Kinkon və papaya» Soo-Yun,Qabyuyan gel-konsentrat «Kinkon və papaya» Soo-Yun - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-053003?sponsornumber=733560909&page=4,10.79,5.49,4.07,,1.23
30015,Oksigenli ləkəçıxarıcı Soo-Yun,Oksigenli ləkəçıxarıcı Soo-Yun - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046346?sponsornumber=733560909&page=4,19.19,9.59,7.1,,2.15
30013,Rəngli parçalar üçün yuyucu toz-konsentrat Soo-Yun,Rəngli parçalar üçün yuyucu toz-konsentrat Soo-Yun - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046345?sponsornumber=733560909&page=4,23.99,11.99,8.88,,2.69
910496,Dəm çaydanı,Dəm çaydanı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-053413?sponsornumber=733560909&page=4,55.19,41.39,30.66,,9.29
910427,Elektrik diş fırçası üçün baçlıqar dəsti Expert,Elektrik diş fırçası üçün baçlıqar dəsti Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-044877?sponsornumber=733560909&page=4,10.99,8.29,6.14,,1.86
910426,Elektrik diş fırçası Expert,Elektrik diş fırçası Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-044876?sponsornumber=733560909&page=4,82.79,55.19,40.88,,12.39
910474,Şüşə üçün salfet,Şüşə üçün salfet - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-050712?sponsornumber=733560909&page=4,10.99,5.49,4.07,,1.23
910494,Vok tava «Prizma» Faberlic Home,Vok tava «Prizma» Faberlic Home - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-053149?sponsornumber=733560909&page=4,220.79,165.59,122.66,,37.17
910493,"Tava «Prizma» Faberlic Home, 28 sm","Tava «Prizma» Faberlic Home, 28 sm - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-053147?sponsornumber=733560909&page=4",165.59,110.39,81.77,,24.78
910492,"Tava «Prizma» Faberlic Home, 24 sm","Tava «Prizma» Faberlic Home, 24 sm - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-053146?sponsornumber=733560909&page=4",137.99,104.89,77.7,,23.55
910491,"Tava «Prizma» Faberlic Home, 20 sm","Tava «Prizma» Faberlic Home, 20 sm - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-053145?sponsornumber=733560909&page=4",110.39,82.79,61.33,,18.58
910495,"Tava ""Prizma"" Faberlic Home","Tava ""Prizma"" Faberlic Home - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011004-053150?sponsornumber=733560909&page=4",220.79,165.59,122.66,,37.17
30069,"2-si 1-də qabyuyan gel-ultrakonsentrat ""Ağac kömürünün gücü"" Faberlic Home seriyası","2-si 1-də qabyuyan gel-ultrakonsentrat ""Ağac kömürünün gücü"" Faberlic Home seriyası - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046871?sponsornumber=733560909&page=4",9.59,5.29,3.92,,1.19
30066,Qabyumaq üçün D-pantenol ilə qatılaşdırılmış balzam FABERLIC HOME seriyası,Qabyumaq üçün D-pantenol ilə qatılaşdırılmış balzam FABERLIC HOME seriyası - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046869?sponsornumber=733560909&page=4,9.59,5.29,3.92,,1.19
30065,"2-si 1-də qabyuyan gel-ultrakonsentrat ""Büllur parıltısı"" Faberlic Home seriyası","2-si 1-də qabyuyan gel-ultrakonsentrat ""Büllur parıltısı"" Faberlic Home seriyası - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046868?sponsornumber=733560909&page=4",9.59,5.29,3.92,,1.19
30064,"Qabyuyan gel-ultrakonsentrat bioenzimlərlə ""Ətirli alma"" Faberlic Home seriyası","Qabyuyan gel-ultrakonsentrat bioenzimlərlə ""Ətirli alma"" Faberlic Home seriyası - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046867?sponsornumber=733560909&page=4",9.59,5.29,3.92,,1.19
30063,"Qabyuyan gel-ultrakonsentrat bioenzimlərlə ""Limon və nanə"" Faberlic Home seriyası","Qabyuyan gel-ultrakonsentrat bioenzimlərlə ""Limon və nanə"" Faberlic Home seriyası - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046866?sponsornumber=733560909&page=4",9.59,5.29,3.92,,1.19
910485,Profi-disk “Təmizliyin gücü”,Profi-disk “Təmizliyin gücü” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-051089?sponsornumber=733560909&page=4,13.79,6.89,5.1,,1.55
30856,Paltar üçün ultrakondisioner Sensitive,Paltar üçün ultrakondisioner Sensitive - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046865?sponsornumber=733560909&page=5,9.59,7.19,5.33,3.7,1.62
30855,3-ü 1-də paltar üçün ultrakondisioner Aromaterapiya «Çəhrayı məxmər»,3-ü 1-də paltar üçün ultrakondisioner Aromaterapiya «Çəhrayı məxmər» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046864?sponsornumber=733560909&page=5,9.59,7.19,5.33,3.7,1.62
30854,3-ü 1-də paltar üçün ultrakondisioner Aromaterapiya «Qızıl arqana»,3-ü 1-də paltar üçün ultrakondisioner Aromaterapiya «Qızıl arqana» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046863?sponsornumber=733560909&page=5,9.59,7.19,5.33,3.7,1.62
30853,Aromaterapiya 3-ü 1-də parça üçün ultra-kondisioner “Şərq pionu”,Aromaterapiya 3-ü 1-də parça üçün ultra-kondisioner “Şərq pionu” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046862?sponsornumber=733560909&page=5,9.59,7.19,5.33,3.7,1.62
30850,Aromakapsullu 3-ü 1-də parça üçün ultra-kondisioner “Zərif orxideya”,Aromakapsullu 3-ü 1-də parça üçün ultra-kondisioner “Zərif orxideya” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-046860?sponsornumber=733560909&page=5,9.59,7.19,5.33,3.7,1.62
910425,Ağız boşluğu üçün portativ irriqator Expert,Ağız boşluğu üçün portativ irriqator Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-044875?sponsornumber=733560909&page=5,193.19,137.99,102.21,,30.97
910487,Profi-əlcək “Təmizliyin gücü”,Profi-əlcək “Təmizliyin gücü” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-051091?sponsornumber=733560909&page=5,30.39,22.09,16.36,,4.96
910440,Paslanmayan poladdadn dərin tava Premium,Paslanmayan poladdadn dərin tava Premium - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011004-046269?sponsornumber=733560909&page=5,248.39,165.59,122.66,,37.17
910438,"Paslanmayan poladdan qazan 3,4 l Premium","Paslanmayan poladdan qazan 3,4 l Premium - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011004-046267?sponsornumber=733560909&page=5",248.39,165.59,122.66,,37.17
910437,Paslanmayan poladdadn dərin tava Premium,Paslanmayan poladdadn dərin tava Premium - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011004-046266?sponsornumber=733560909&page=5,165.59,110.39,81.77,,24.78
30847,Qranullarda yuyucu parfüm «Giləmeyvəli enerji»,Qranullarda yuyucu parfüm «Giləmeyvəli enerji» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-044060?sponsornumber=733560909&page=5,33.09,17.89,13.25,,4.02
30846,Qranullarda yuyucu parfüm «Çiçəkli harmoniya»,Qranullarda yuyucu parfüm «Çiçəkli harmoniya» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-044059?sponsornumber=733560909&page=5,33.09,17.89,13.25,,4.02
30844,Paltarların rənglərinin qarışmasından qoruyan salfet-tələlər,Paltarların rənglərinin qarışmasından qoruyan salfet-tələlər - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-044057?sponsornumber=733560909&page=5,19.29,9.59,7.1,,2.15
30843,Vərəqli yuyucu toz,Vərəqli yuyucu toz - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-044056?sponsornumber=733560909&page=5,27.59,15.19,11.25,,3.41
910432,Tozu təmizləmək üçün salfet,Tozu təmizləmək üçün salfet - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-045815?sponsornumber=733560909&page=5,10.99,5.49,4.07,,1.23
30842,Rəngli və ağ parçaların yuyulması üçün 3-ü 1-də qatılaşdırılmış gel,Rəngli və ağ parçaların yuyulması üçün 3-ü 1-də qatılaşdırılmış gel - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-044054?sponsornumber=733560909&page=5,19.19,14.39,10.66,6.88,3.23
30841,Qara və tünd parçaların yuyulması üçün 3-ü 1-də qatılaşdırılmış gel,Qara və tünd parçaların yuyulması üçün 3-ü 1-də qatılaşdırılmış gel - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-044052?sponsornumber=733560909&page=5,19.19,14.39,10.66,6.88,3.23
30840,Zərif və idman parçalarının yuyulması üçün 3-ü 1-də qatılaşdırılmış gel,Zərif və idman parçalarının yuyulması üçün 3-ü 1-də qatılaşdırılmış gel - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-044051?sponsornumber=733560909&page=5,19.19,14.39,10.66,6.88,3.23
910428,Ədviyyat üyüdən,Ədviyyat üyüdən - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-044960?sponsornumber=733560909&page=5,19.29,13.79,10.21,,3.09
30515,Uşaq paltarları yumaq üçün gel-konsentrat UMOOO,Uşaq paltarları yumaq üçün gel-konsentrat UMOOO - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-042924?sponsornumber=733560909&page=5,19.19,14.39,10.66,6.88,3.23
30516,Uşaq paltarları üçün kondisioner-yumşaldıcı UMOOO,Uşaq paltarları üçün kondisioner-yumşaldıcı UMOOO - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-042927?sponsornumber=733560909&page=6,9.59,7.19,5.33,3.7,1.62
10081,Aromatik diffuzor Sparkling Lights AROMIO,Aromatik diffuzor Sparkling Lights AROMIO - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-043810?sponsornumber=733560909&page=6,47.99,28.79,21.33,,12.93
910410,Daraq-düzləndirici,Daraq-düzləndirici - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-038129?sponsornumber=733560909&page=6,137.99,96.59,71.55,,21.68
30801,Təravtləndirici qoxu-neytrallaşdırıcı PETTI TAILS,Təravtləndirici qoxu-neytrallaşdırıcı PETTI TAILS - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-027732?sponsornumber=733560909&page=6,8.39,4.09,3.03,,0.92
30244,Tıxanmaların aradan qaldırılması və profilaktikası üçün gel FABERLIC HOME,Tıxanmaların aradan qaldırılması və profilaktikası üçün gel FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-027730?sponsornumber=733560909&page=6,14.39,7.19,5.33,,1.62
910385,Saç düzləndiricisi,Saç düzləndiricisi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-029795?sponsornumber=733560909&page=6,110.39,82.79,61.33,,18.58
11174,Triqqer-çiləyən,Triqqer-çiləyən - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00128?sponsornumber=733560909&page=6,,1.19,0.88,,0.27
910269,Bambuk lifi ilə təmizlik üçün çoxfunksiyalı salfetlər,Bambuk lifi ilə təmizlik üçün çoxfunksiyalı salfetlər - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-020284?sponsornumber=733560909&page=6,27.59,16.49,12.21,,3.7
30217,"Qatılaşdırılmış yuyucu vasitə ""Universal"" FABERLIC HOME","Qatılaşdırılmış yuyucu vasitə ""Universal"" FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00436?sponsornumber=733560909&page=6",9.59,4.79,3.55,,1.08
30062,Universal oksigenli ləkəçıxarıcı Extra Oxy FABERLIC HOME,Universal oksigenli ləkəçıxarıcı Extra Oxy FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00426?sponsornumber=733560909&page=6,10.79,5.29,3.92,,1.19
30152,Qələm-ləkəçıxarıcı universal Faberlic Home,Qələm-ləkəçıxarıcı universal Faberlic Home - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-017020?sponsornumber=733560909&page=6,7.19,3.59,2.66,,0.81
30252,"Xalça, parça və üzlüklər üçün köpüklü təmizləyici FABERLIC HOME","Xalça, parça və üzlüklər üçün köpüklü təmizləyici FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-019544?sponsornumber=733560909&page=6",23.99,13.19,9.77,,2.96
30048,Şüşə və güzgülərin təmizlənməsi üçün antitərləmə effektli sprey FABERLIC HOME,Şüşə və güzgülərin təmizlənməsi üçün antitərləmə effektli sprey FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-015253?sponsornumber=733560909&page=6,14.39,7.19,5.33,,1.62
30219,"Universal qatılaşdırılmış Vasitə ""Təmizlik və Qoruma"" Faberlic Home","Universal qatılaşdırılmış Vasitə ""Təmizlik və Qoruma"" Faberlic Home - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-011259?sponsornumber=733560909&page=6",9.59,4.79,3.55,,1.08
30218,"Qatılaşdırılmış yuyucu vasitə ""Təmiz mətbəx FABERLIC HOME","Qatılaşdırılmış yuyucu vasitə ""Təmiz mətbəx FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00437?sponsornumber=733560909&page=6",9.59,4.79,3.55,,1.08
30091,"Akril, vanna və duş kabinlərinin təmizlənməsi üçün sprey FABERLIC HOME","Akril, vanna və duş kabinlərinin təmizlənməsi üçün sprey FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00432?sponsornumber=733560909&page=6",8.39,4.09,3.03,,0.92
30251,Xalça və örtükləri təmizləmək üçün qatılaşdırılmış şampun FABERLIC HOME,Xalça və örtükləri təmizləmək üçün qatılaşdırılmış şampun FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00429?sponsornumber=733560909&page=6,9.59,5.69,4.21,,1.28
30058,Metal səthlərin təmizlənməsi üçün krem-pasta FABERLIC HOME,Metal səthlərin təmizlənməsi üçün krem-pasta FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00427?sponsornumber=733560909&page=6,10.79,5.49,4.07,,1.23
11400,"Təmizləyici ""Antibitum & antihəşərat"" Faberlic Car Care","Təmizləyici ""Antibitum & antihəşərat"" Faberlic Car Care - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0120-00001?sponsornumber=733560909&page=6",16.79,8.39,6.21,,1.88
30060,"Qabyuyan maşın üçün həblər ""Hamısı 1-də"" FABERLIC HOME","Qabyuyan maşın üçün həblər ""Hamısı 1-də"" FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-015252?sponsornumber=733560909&page=6",19.19,10.99,8.14,,2.47
11175,Pompa-dozator 28/410,Pompa-dozator 28/410 - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00129?sponsornumber=733560909&page=7,,1.19,0.88,,0.27
11176,Push-pull qapaq 28/410,Push-pull qapaq 28/410 - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00130?sponsornumber=733560909&page=7,,1.09,0.81,,0.25
10059,Aromatik diffuzor «Pozitiv» AROMIO,Aromatik diffuzor «Pozitiv» AROMIO - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-016937?sponsornumber=733560909&page=7,47.99,23.99,17.77,,10.77
10058,Aromatik diffuzor «Relaks» AROMIO,Aromatik diffuzor «Relaks» AROMIO - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-016936?sponsornumber=733560909&page=7,47.99,23.99,17.77,,10.77
10057,Aromatik diffuzor «Antistress» AROMIO,Aromatik diffuzor «Antistress» AROMIO - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-016935?sponsornumber=733560909&page=7,47.99,23.99,17.77,,10.77
10056,Aromatik diffuzor «Enerji» AROMIO,Aromatik diffuzor «Enerji» AROMIO - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-016934?sponsornumber=733560909&page=7,47.99,23.99,17.77,,10.77
10074,AROMIO aromadiffuzoru üçün çubuqlar,AROMIO aromadiffuzoru üçün çubuqlar - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-016950?sponsornumber=733560909&page=7,3.29,1.59,1.18,,0.36
30262,Paltarlar və parçalar üçün akvasprey-antistatik FABERLIC HOME,Paltarlar və parçalar üçün akvasprey-antistatik FABERLIC HOME - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-015249?sponsornumber=733560909&page=7,7.19,3.59,2.66,,0.81
910232,Geyzerli kofə dəmləyən,Geyzerli kofə dəmləyən - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-018526?sponsornumber=733560909&page=7,82.79,55.19,40.88,,12.39
910190,Saç feni,Saç feni - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-014361?sponsornumber=733560909&page=7,198.69,110.39,81.77,,24.78
910058,Çoxfunksiyalı doğrayıcı 3-ü 1-də,Çoxfunksiyalı doğrayıcı 3-ü 1-də - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-002943?sponsornumber=733560909&page=7,82.79,55.19,40.88,,12.39
910018,Tutacaqlı bıçaq itiləyən,Tutacaqlı bıçaq itiləyən - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-00868?sponsornumber=733560909&page=7,24.79,13.79,10.21,,3.09
910045,Çömçə qəhvəyi,Çömçə qəhvəyi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-001465?sponsornumber=733560909&page=7,16.59,9.59,7.1,,2.15
910043,"Kiçik kürək, qəhvəyi","Kiçik kürək, qəhvəyi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-001463?sponsornumber=733560909&page=7",16.59,9.59,7.1,,2.15
910042,"Böyük kürək, qəhvəyi","Böyük kürək, qəhvəyi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-001462?sponsornumber=733560909&page=7",16.59,9.59,7.1,,2.15
910010,Universal sürtgəc 6-ı 1-də,Universal sürtgəc 6-ı 1-də - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-00858?sponsornumber=733560909&page=7,66.19,49.69,36.81,,11.15
910048,"Mətbəx maşası, qəhvəyi","Mətbəx maşası, qəhvəyi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-001468?sponsornumber=733560909&page=7",16.59,9.59,7.1,,2.15
11573,"Qab yumaq üçün süngər, 2 əd.","Qab yumaq üçün süngər, 2 əd. - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-00510?sponsornumber=733560909&page=7",7.49,3.59,2.66,,0.81
11524,Mətbəx üçün salfet,Mətbəx üçün salfet - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00345?sponsornumber=733560909&page=7,10.99,5.49,4.07,,1.23
11032,Şüşələrin təmizlənməsi üçün salfet,Şüşələrin təmizlənməsi üçün salfet - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011002-00125?sponsornumber=733560909&page=7,10.99,5.49,4.07,,1.23
910570,Stəkan “Şaftalı naxışlar”,Stəkan “Şaftalı naxışlar” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063401?sponsornumber=733560909&page=8,11.99,8.39,6.21,,1.88
910569,Servis etmə boşqabı “Buz naxışları”,Servis etmə boşqabı “Buz naxışları” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063400?sponsornumber=733560909&page=8,11.99,8.89,6.59,,2.0
910568,Böyük salat qabı “Şaftalı naxışlar”,Böyük salat qabı “Şaftalı naxışlar” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063399?sponsornumber=733560909&page=8,26.39,19.19,14.21,,4.31
910567,Kiçik salat qabı “Şaftalı naxışlar”,Kiçik salat qabı “Şaftalı naxışlar” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063398?sponsornumber=733560909&page=8,14.39,10.79,7.99,,2.42
910566,Böyük boşqab “Şaftalı naxışlar”,Böyük boşqab “Şaftalı naxışlar” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063397?sponsornumber=733560909&page=8,19.19,14.39,10.66,,3.23
910565,Kiçik boşqab “Şaftalı naxışlar”,Kiçik boşqab “Şaftalı naxışlar” - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-063396?sponsornumber=733560909&page=8,14.39,10.79,7.99,,2.42
